0.183331,-0.4828238,0.1833557
0.1944884,-0.4866275,0.1813607
0.2031052,-0.4921809,0.1787791
0.2035945,-0.4981464,0.1781726
0.1977353,-0.5023348,0.1820514
0.1818556,-0.5087068,0.1867445
0.1633155,-0.514503,0.1893455
0.1264015,-0.521423,0.1934045
0.08084297,-0.5252448,0.1991583
0.03188214,-0.525867,0.2014824
-0.09064922,-0.5149131,0.201789
-0.1667581,-0.4966391,0.2017871
-0.2712704,-0.4669467,0.2050002
-0.3782809,-0.4389079,0.2124079
-0.4560334,-0.4267852,0.2176794
-0.5335819,-0.4275369,0.2238781
-0.5742469,-0.4274204,0.2380126
-0.5862797,-0.4215339,0.2455973
-0.5885,-0.4071279,0.2455736
-0.5842055,-0.3960557,0.2421455

0.1567426,-0.4758977,-0.3521426
0.1420526,-0.4734876,-0.3448573
0.1206973,-0.4779862,-0.3394555
0.07438236,-0.4880406,-0.3320887
0.02254765,-0.4954938,-0.3220096
-0.03986571,-0.50292,-0.306327
-0.1318472,-0.5081403,-0.2658508
-0.2335519,-0.5066763,-0.2063073
-0.3254561,-0.4805195,-0.1090718
-0.3955489,-0.4462202,-0.008576386
-0.4586827,-0.3071389,0.2507722
-0.4428069,-0.2209637,0.3711315
-0.3767951,-0.1150304,0.4929788
-0.2734307,-0.0003182888,0.6049218
-0.1736001,0.06914452,0.647997
-0.08365421,0.1135614,0.647819
-0.0322329,0.1389889,0.6398395
-0.005692817,0.1523747,0.6178832
0.00716278,0.157719,0.6033295
0.01534997,0.1596982,0.5872073

0.09509291,0.01618493,-0.2491443
0.08461554,0.01190431,-0.2656695
0.05529829,0.0167455,-0.2852628
0.01240208,0.02671194,-0.2934843
-0.03471817,0.03548433,-0.2919585
-0.09123075,0.03732202,-0.2846833
-0.1619501,0.0350967,-0.262623
-0.2229541,0.02386679,-0.2333349
-0.2986062,-0.001892738,-0.1893435
-0.3534236,-0.04361271,-0.1443886
-0.4253334,-0.1740355,-0.02933995
-0.4376959,-0.2506608,0.0324473
-0.4344651,-0.3515658,0.1136764
-0.4094105,-0.4364952,0.1734635
-0.3708166,-0.5170136,0.2293559
-0.3067524,-0.6274563,0.2902919
-0.2393898,-0.7060874,0.3171541
-0.1511537,-0.782564,0.3426079
-0.0973588,-0.8145219,0.3471328
-0.06759162,-0.8314059,0.3449808

