0
0.07363541,0.9748253,-0.2104603,0.9744591,-0.1152222,-0.1927522,-0.2121495,-0.1908916,-0.9584117,-0.2623084,-0.4386712,-0.1184296,0
0.03620216,0.9707458,-0.2373647,0.9667118,-0.09421967,-0.2378886,-0.2532937,-0.2208512,-0.9418424,-0.2703156,-0.4424588,-0.1087625,0.02242939
0.001556784,0.9692425,-0.2461026,0.9492128,-0.0788641,-0.3045908,-0.3146311,-0.2331296,-0.9201403,-0.2825445,-0.4407209,-0.08572475,0.04466844
-0.02540411,0.979039,-0.2020823,0.923471,-0.05442924,-0.3797876,-0.3828261,-0.1962652,-0.9027315,-0.2978716,-0.4312368,-0.05344883,0.06714024
-0.02118814,0.9877191,-0.154797,0.8259463,-0.06995104,-0.559392,-0.5633505,-0.1397066,-0.8143209,-0.3263607,-0.4007089,0.03137816,0.100711
0.01373096,0.9785758,-0.205429,0.713985,-0.1534284,-0.6831437,-0.7000265,-0.137293,-0.7007952,-0.338027,-0.378495,0.111097,0.1229048
0.01764418,0.9643655,-0.2639846,0.514183,-0.2351889,-0.8248042,-0.857499,-0.1211834,-0.5000101,-0.3323469,-0.3488365,0.2176299,0.1453148
0.01512678,0.9591048,-0.2826468,0.2585915,-0.2768146,-0.9254751,-0.9658685,-0.0590906,-0.2522036,-0.3013542,-0.3115987,0.3307295,0.1677503
0.04932813,0.9574975,-0.2841923,-0.252014,-0.2634,-0.931187,-0.9664656,0.1175541,0.2283098,-0.1764514,-0.2486903,0.5035179,0.2011213
0.05614572,0.9372417,-0.3441301,-0.535778,-0.2625602,-0.8024986,-0.8424902,0.2294342,0.4874119,-0.05386544,-0.2104701,0.590327,0.2235925
0.02497137,0.9303366,-0.3658555,-0.7612259,-0.2195287,-0.6101983,-0.6480056,0.2937362,0.7027145,0.09634643,-0.1921046,0.638586,0.2458704
-0.04754166,0.9480477,-0.3145556,-0.9231857,-0.161948,-0.3485698,-0.3814024,0.2738217,0.8829235,0.2519672,-0.1930127,0.6559362,0.2681977
-0.2518447,0.9585564,-0.1332066,-0.9669973,-0.2547399,-0.004875427,-0.0386065,0.1275826,0.9910762,0.4622562,-0.2330708,0.6072253,0.3016882
-0.3043871,0.9521661,0.02698798,-0.9382444,-0.3045875,0.1640852,0.1644565,0.02462411,0.986077,0.5730687,-0.2707311,0.5440848,0.3241229
-0.2154023,0.9545847,0.2058406,-0.9084911,-0.2731939,0.3162426,0.3581145,-0.1188848,0.9260781,0.6505408,-0.3177499,0.4525118,0.3463352
-0.1176585,0.9515942,0.2839454,-0.8400329,-0.2478683,0.4826033,0.5296234,-0.181741,0.8285344,0.7089244,-0.3483419,0.3681248,0.3686718
-0.05715846,0.9759025,0.2105878,-0.7690489,-0.1775447,0.6140371,0.6366292,-0.1268549,0.760665,0.7445952,-0.3685889,0.2797107,0.4022848
-0.02094629,0.984583,0.1736595,-0.7580764,-0.128887,0.639303,0.6518294,-0.1182561,0.7490889,0.7493737,-0.3832794,0.2431215,0.4244801
0.01111778,0.9883624,0.151711,-0.7572078,-0.09077003,0.6468363,0.6530796,-0.1220681,0.7473866,0.7481266,-0.3983983,0.2191638,0.446954
0.03917449,0.9933574,0.108197,-0.7671845,-0.03947709,0.6402106,0.6402292,-0.108087,0.7605419,0.7404294,-0.4106282,0.2068522,0.4691764

1
0.2963713,0.9311817,-0.212285,0.9272417,-0.3338043,-0.1696993,-0.2288825,-0.1465455,-0.9623604,-0.3036657,-0.3573944,-0.1069053,0
0.1833836,0.9502339,-0.2518452,0.9479101,-0.2388055,-0.210804,-0.2604552,-0.2000686,-0.9445294,-0.2987188,-0.3618486,-0.09299224,0.02214503
0.06702642,0.9562171,-0.2848795,0.9349096,-0.1599188,-0.3168129,-0.3484996,-0.2451017,-0.9046953,-0.3078601,-0.3598554,-0.04623739,0.05603336
0.04276794,0.9603007,-0.275669,0.8885783,-0.162697,-0.4289036,-0.456727,-0.2266102,-0.8602605,-0.3237522,-0.3479515,0.004314188,0.0781485
0.05048782,0.9441803,-0.3255375,0.7427765,-0.2533934,-0.6197376,-0.6676332,-0.2105124,-0.7141081,-0.3473515,-0.3208508,0.1022151,0.1117369
0.05344968,0.9379039,-0.342753,0.5855008,-0.3074858,-0.7500943,-0.8089082,-0.1605899,-0.5655783,-0.3482203,-0.2961113,0.1871818,0.1339964
0.02865139,0.9318491,-0.3617131,0.2729897,-0.3554001,-0.8939617,-0.9615903,-0.07313074,-0.2645679,-0.3152493,-0.2532237,0.3294445,0.1675265
0.009066732,0.9235272,-0.383426,0.03041292,-0.383519,-0.9230322,-0.9994963,-0.003292243,-0.03156441,-0.2577285,-0.2271075,0.426805,0.1899454
-0.05421441,0.924548,-0.3771894,-0.3491136,-0.3714554,-0.8603141,-0.9355108,0.08504051,0.3429104,-0.12543,-0.1962757,0.5545107,0.2235198
-0.1486907,0.917977,-0.3677084,-0.5648185,-0.384058,-0.7303968,-0.8117087,0.09908532,0.5755963,-0.01143911,-0.1857704,0.6198235,0.2457067
-0.2962185,0.9169173,-0.267427,-0.7780303,-0.3940517,-0.489277,-0.5540067,0.06313334,0.830115,0.1843912,-0.1906379,0.6600915,0.2793715
-0.2812175,0.939707,-0.1945958,-0.8873148,-0.331852,-0.3202291,-0.3654985,0.08261369,0.9271386,0.3091797,-0.1958021,0.6521049,0.3014488
-0.3140538,0.9456372,-0.08450262,-0.9485679,-0.3162689,-0.01389594,-0.03986625,0.07579248,0.9963265,0.4877533,-0.2161348,0.5984087,0.3350566
-0.299018,0.9535162,0.03734945,-0.9392124,-0.3010017,0.1651606,0.1687256,0.01430695,0.9855593,0.5857013,-0.2436981,0.5302553,0.3573751
