0
0.03188439,-0.398652,0.3358945,-0.3961958,-0.008883813,-0.6276389,0.6700891,0
0.03040065,-0.3797978,0.33804,-0.4045266,-0.007419978,-0.6399807,0.6532442,0.01119068
0.02745354,-0.3626631,0.3401653,-0.4126865,-0.006821754,-0.649717,0.638366,0.02233333
0.02378564,-0.3450745,0.3430148,-0.4219453,-0.004998552,-0.6545174,0.627331,0.03357485
0.02140158,-0.3263948,0.3481109,-0.4272854,-0.003932388,-0.6664001,0.6110014,0.04479976
0.01844605,-0.3099594,0.3552349,-0.4282509,-0.003722644,-0.6807481,0.5942805,0.05579908
0.01503067,-0.2945108,0.3620673,-0.4292241,0,-0.691328,0.5812334,0.06701633
0.008694258,-0.2683022,0.3779654,-0.4278027,0.01279528,-0.7121565,0.5564659,0.08953872
0.002415921,-0.2591335,0.3854616,-0.4287115,0.009270113,-0.7226294,0.5421507,0.1005526
-0.003677528,-0.2486963,0.3923407,-0.4303173,0.006729939,-0.7227395,0.5407674,0.1117269
-0.01225574,-0.2398113,0.4019199,-0.427185,-0.004874413,-0.7236009,0.5421172,0.1227786
-0.02029393,-0.2321642,0.4121488,-0.4213536,-0.01369855,-0.7310625,0.5364897,0.1339532
-0.02816351,-0.2303883,0.4238062,-0.4086794,-0.01726098,-0.7422164,0.5308465,0.1451498
-0.03521658,-0.2304104,0.4361971,-0.391976,-0.01646264,-0.7549518,0.5254822,0.1564171
-0.0460904,-0.241685,0.4537148,-0.3575403,-0.02138775,-0.7666908,0.5328158,0.1800828
-0.05094751,-0.2465817,0.4592556,-0.3482712,-0.02427681,-0.7622107,0.545117,0.1897799
-0.05527329,-0.2532013,0.4623067,-0.3423043,-0.02450902,-0.7583609,0.5541804,0.2010498
-0.05654591,-0.2700365,0.4589491,-0.3398124,-0.01619883,-0.7482046,0.5696095,0.2121653
-0.05835365,-0.2802305,0.4589682,-0.333378,-0.01048402,-0.7454098,0.5771598,0.2233989
-0.0574353,-0.292496,0.4567289,-0.3271872,-0.005211273,-0.7457893,0.5802756,0.2346305

1
-0.04700768,-0.5085316,0.3311126,-0.2713451,0.04403926,-0.6106801,0.742632,0
-0.04530477,-0.5057104,0.3404213,-0.2727885,0.05949356,-0.5839863,0.7622381,0.01138127
-0.04440877,-0.5007393,0.3552532,-0.2718719,0.0678706,-0.5776696,0.7666663,0.02231876
-0.04307872,-0.4892889,0.3733275,-0.2555495,0.05333086,-0.6001595,0.7560812,0.04464851
-0.03943232,-0.483913,0.3859272,-0.2590946,0.05145441,-0.6026579,0.7530112,0.05596617
-0.0380325,-0.4756692,0.3995132,-0.2738123,0.05133657,-0.6237142,0.7303232,0.06700202
-0.0374644,-0.4598967,0.4142486,-0.3085802,0.06183382,-0.6723897,0.6699605,0.08921833
-0.0425988,-0.4464846,0.4188388,-0.3227721,0.06589304,-0.6916836,0.6426898,0.1005322
-0.05038022,-0.4322556,0.4259653,-0.3298278,0.06586177,-0.7081482,0.6208075,0.1118404
-0.06937759,-0.3948347,0.4436891,-0.3268857,0.05422825,-0.7396597,0.5857548,0.1340398
-0.09168555,-0.3473735,0.458874,-0.3181541,0.02660972,-0.7805451,0.5374191,0.1563742
-0.1089433,-0.298535,0.4632251,-0.311641,-0.005402904,-0.7980982,0.5156453,0.1786474
-0.1180918,-0.2657699,0.4615646,-0.3091353,-0.01513377,-0.8038028,0.5080427,0.1897847
-0.1264271,-0.2302693,0.4628867,-0.3054683,-0.01982356,-0.8130488,0.495225,0.2010334
-0.1390266,-0.1948051,0.4663711,-0.2889328,-0.01313745,-0.8383442,0.4620869,0.2232753
-0.1476891,-0.1652016,0.4669346,-0.2799941,-0.007609104,-0.8497194,0.4466794,0.2345311
-0.1570389,-0.1395055,0.4689867,-0.2747644,-0.004071553,-0.8518416,0.4459304,0.2457312
-0.1726262,-0.1164476,0.4755827,-0.2554866,-0.01661547,-0.8457589,0.4681266,0.2681051
-0.1876228,-0.1026687,0.4824212,-0.232647,-0.0309936,-0.8407012,0.487992,0.2792153
-0.1958065,-0.09760263,0.4881389,-0.2097118,-0.04622413,-0.8407519,0.4970116,0.2904765

2
