0.007052456,0.0202751,0.6342066
0.009908083,0.01669742,0.6370172
0.02250969,0.0004870793,0.6453409
0.0440691,-0.02420438,0.6617391
0.05591787,-0.04505014,0.6688319
0.08221438,-0.08662706,0.6900078
0.109864,-0.1356293,0.7299607
0.1191658,-0.1657698,0.7431399
0.1370339,-0.2197548,0.7978707
0.1465995,-0.2656403,0.8671877
0.1105147,-0.367326,0.914848
0.08612902,-0.3997925,0.9737748
0.04315484,-0.4311153,1.011413
0.02330024,-0.4474672,1.02487
-0.02989532,-0.4717103,1.031646
-0.08243085,-0.4889239,1.027856
-0.1039496,-0.4942071,1.033581
-0.1489163,-0.5026649,1.022576
-0.1797675,-0.5026007,1.028221
-0.1985607,-0.5062743,1.011622

-0.1886659,-0.4931054,1.086168
-0.1738887,-0.4976179,1.096276
-0.1580711,-0.503592,1.097039
-0.1402286,-0.5055616,1.098206
-0.1171684,-0.517834,1.079115
-0.1033611,-0.526872,1.058198
-0.08968101,-0.5382348,1.036043
-0.07361061,-0.5515745,1.010503
-0.04821106,-0.5719212,0.9676782
-0.03479059,-0.5851482,0.9312945
-0.02287901,-0.5991868,0.8904152
-0.0113879,-0.6147335,0.8450563
-0.000109834,-0.6408538,0.7628385
0.005211946,-0.654562,0.7057683
-0.002069241,-0.6728327,0.6304643
-0.01935608,-0.6909099,0.5472504
-0.08707318,-0.7087584,0.4122385
-0.1546905,-0.7068601,0.3326614
-0.2583115,-0.7036279,0.2531079
-0.3679976,-0.691985,0.1924177

-0.6321546,-0.4798407,0.1841969
-0.5997044,-0.4628199,0.1743931
-0.5657287,-0.4410574,0.169567
-0.5269345,-0.4166256,0.1704973
-0.4842104,-0.3896987,0.1757586
-0.4360451,-0.3654272,0.1846043
-0.3488316,-0.3342341,0.2127678
-0.2832769,-0.3130899,0.2410996
-0.2130691,-0.2936761,0.2845251
-0.1421203,-0.2767601,0.3458975
-0.003728257,-0.2506038,0.569113
0.01614987,-0.2442815,0.6841681
0.009342166,-0.2410523,0.7975163
-0.0135475,-0.2377726,0.9083623
-0.06207683,-0.2393816,1.005249
-0.1519109,-0.2384351,1.118949
-0.2144645,-0.2346182,1.174559
-0.2784066,-0.2285317,1.221504
-0.3330734,-0.2145985,1.251418
-0.3734021,-0.1944768,1.267365

