-0.138666,-0.3192675,0.262236
-0.1451146,-0.3170863,0.2686565
-0.1510517,-0.313009,0.2831889
-0.1595838,-0.2985643,0.3336276
-0.1557784,-0.2884873,0.3688692
-0.1495452,-0.2783841,0.4052271
-0.1062747,-0.235569,0.497906
-0.0696432,-0.2117662,0.5446122
-0.02165018,-0.1922056,0.5889579
0.1103631,-0.1615872,0.6629378
0.2723487,-0.1486932,0.6854191
0.4180637,-0.1508801,0.6597751
0.4784988,-0.1539083,0.6286721
0.5284525,-0.1523378,0.5954385
0.6115361,-0.1606374,0.5276859
0.6412296,-0.1612673,0.4946836
0.6695893,-0.1585305,0.4661499
0.6970572,-0.1575158,0.4273278
0.7048655,-0.1580414,0.4177703
0.7153878,-0.1609627,0.4038505

0.2673578,0.170594,0.1250035
0.2639405,0.1759933,0.1307788
0.2642526,0.1811801,0.1486621
0.2666122,0.1840779,0.1805157
0.2676255,0.1877572,0.2274494
0.2694757,0.1843035,0.2833987
0.2675224,0.1783968,0.341498
0.2488054,0.1183205,0.4969806
0.232899,0.04258217,0.5755994
0.2220589,-0.03140283,0.6326058
0.2046646,-0.1296015,0.6765267
0.1976399,-0.2210737,0.6952249
0.1976475,-0.3131349,0.6835452
0.2027874,-0.392606,0.6683883
0.2064124,-0.538963,0.6151356
0.2146799,-0.588242,0.5801311
0.2148909,-0.6381678,0.5534372
0.2143937,-0.6739825,0.525698
0.2145211,-0.6931654,0.4986864
0.2107063,-0.7213226,0.4747851

-0.1236613,-0.09373435,0.2789631
-0.1239761,-0.08911361,0.2988521
-0.1230717,-0.08520157,0.3307827
-0.1183715,-0.0824929,0.3722415
-0.0924824,-0.07312672,0.4827031
-0.05937499,-0.07988961,0.5508581
-0.0176746,-0.09843694,0.6174331
0.03611034,-0.1301642,0.6760743
0.1737141,-0.2230435,0.7519349
0.2564883,-0.2906797,0.7420017
0.3308493,-0.3492312,0.7154701
0.3893122,-0.3898396,0.6755556
0.4756329,-0.4436034,0.5976111
0.503937,-0.4613501,0.5710903
0.5369418,-0.4816556,0.5456046
0.5600983,-0.4965053,0.5155227
0.5872492,-0.5385175,0.4622589
0.5995773,-0.5603928,0.4360532
0.6055493,-0.5755816,0.4160018
0.613526,-0.5874842,0.3975497

0.4764314,0.01050683,0.3587864
0.4727301,0.01036725,0.3677151
0.4670094,0.007930704,0.3779998
0.4481678,-0.007016298,0.4093778
0.4347439,-0.0199039,0.4327184
0.3967701,-0.05060166,0.4918342
0.3636811,-0.0709068,0.5278569
0.3231318,-0.09131508,0.5661153
0.2142833,-0.1461049,0.635945
0.1478347,-0.1850079,0.666407
0.01556682,-0.2910057,0.6833218
-0.03968121,-0.3426761,0.6714743
-0.08546209,-0.3927165,0.6438385
-0.1311402,-0.4629921,0.5964872
-0.1553831,-0.4904797,0.5789284
-0.1871194,-0.521331,0.5392671
-0.1942052,-0.5306023,0.525557
-0.2055675,-0.5413765,0.5117586
-0.223316,-0.5591843,0.4856268
-0.2314232,-0.5672881,0.4727491

0.1685595,-0.4453118,0.3623266
0.1728958,-0.4360404,0.3756424
0.1800106,-0.419288,0.4006442
0.1897113,-0.3985119,0.4272946
0.197268,-0.358151,0.4767003
0.1985048,-0.3137237,0.5334528
0.1983656,-0.2814852,0.5728808
0.2084714,-0.2234538,0.6289173
0.2297674,-0.1810136,0.6612629
0.2512746,-0.1198503,0.6955201
0.2760537,-0.08075173,0.7084528
0.2944348,-0.05826396,0.7071674
0.3106152,-0.04208885,0.6929376
0.31793,-0.02415589,0.6871467
0.3074054,0.003666241,0.6809222
0.2955952,0.01993032,0.6767639
0.2913484,0.02949512,0.6739451
0.2958435,0.03960873,0.6688764
0.3017312,0.04589956,0.6661966
0.3103864,0.04685371,0.6640356

