0
-0.4342756,0.7687356,-0.4695216,0.8808535,0.2533874,-0.3998651,-0.1884196,-0.5872313,-0.7871833,-0.1348205,-0.7486678,-0.1113993,0
-0.4727845,0.7685538,-0.4310454,0.8582666,0.2908128,-0.4228551,-0.1996333,-0.5698711,-0.7971158,-0.1339749,-0.7543135,-0.1154271,0.03360014
-0.5157849,0.747825,-0.4179999,0.8159112,0.2799928,-0.5058587,-0.2612568,-0.601965,-0.7545749,-0.1465398,-0.7586373,-0.08995126,0.0784045
-0.5141022,0.7701229,-0.3776371,0.7748115,0.228115,-0.5896022,-0.3679214,-0.5957133,-0.7139745,-0.1711928,-0.7391378,-0.02561025,0.1229792
-0.5084171,0.7679437,-0.3895826,0.7009562,0.1062959,-0.7052387,-0.5001726,-0.6316357,-0.5923377,-0.201057,-0.6981363,0.08806469,0.1675758
-0.4723819,0.7818229,-0.40695,0.5601783,-0.09015532,-0.8234515,-0.6804819,-0.6169481,-0.3953725,-0.23086,-0.6151671,0.229459,0.2122121
-0.4479348,0.7714154,-0.4519656,0.3483902,-0.3149567,-0.8828514,-0.8233946,-0.5529202,-0.1276737,-0.2153298,-0.4853477,0.3795199,0.2570215
-0.4278583,0.7416202,-0.5166592,0.1798573,-0.4903326,-0.852775,-0.88577,-0.4577918,0.07640703,-0.159646,-0.3612235,0.4705087,0.2904538
-0.50732,0.6225863,-0.5958297,-0.01056754,-0.6958545,-0.7181051,-0.8616931,-0.3580126,0.3595999,-0.03739537,-0.1930997,0.5406733,0.3350594
-0.6175538,0.5044494,-0.6034551,-0.1909994,-0.8404549,-0.5071042,-0.7629852,-0.1979045,0.6153758,0.1104811,-0.02309267,0.5397459,0.3799534
-0.7379514,0.3679317,-0.5657333,-0.3060674,-0.9296015,-0.2053387,-0.6014571,0.0216225,0.7986125,0.2429764,0.1438426,0.4778278,0.4245963
-0.8386281,0.2909585,-0.4604849,-0.3618636,-0.9294671,0.07173423,-0.4071338,0.226791,0.8847643,0.3696927,0.2641606,0.3560033,0.4691041
-0.913666,0.2422931,-0.3263569,-0.3589833,-0.8576014,0.3683082,-0.1906455,0.4536673,0.8705402,0.475615,0.3368767,0.1941413,0.5137607
-0.9354472,0.2454983,-0.2543015,-0.3467243,-0.7771674,0.5251601,-0.06870893,0.579432,0.8121192,0.5100728,0.3566151,0.04426995,0.5585183
-0.9362863,0.210585,-0.2811091,-0.3453965,-0.6973755,0.6279882,-0.06379362,0.6850706,0.7256781,0.5086665,0.3651017,-0.04371085,0.5920934
-0.9499586,0.1343127,-0.2820262,-0.3054475,-0.5884912,0.7485853,-0.06542541,0.7972692,0.6000677,0.5065716,0.3758963,-0.1366457,0.636898
-0.9590318,0.1661215,-0.2294811,-0.2832979,-0.5610286,0.7778106,0.0004655711,0.8109566,0.5851061,0.5257738,0.3689111,-0.1714228,0.6812458
-0.9545786,0.1589948,-0.2519933,-0.2974699,-0.5570083,0.7754055,-0.01707685,0.8151457,0.5790042,0.5258748,0.3722835,-0.1665404,0.7259809
-0.9400055,0.189772,-0.2835074,-0.341019,-0.5465269,0.7648625,-0.009794869,0.8156562,0.5784539,0.5296174,0.3694917,-0.1495936,0.7705983
-0.930211,0.1818122,-0.3188289,-0.363577,-0.5752645,0.7327226,-0.0501931,0.7975055,0.6012202,0.524184,0.3737531,-0.1173919,0.8154407

1
-0.5285186,0.6742355,-0.5158243,0.835887,0.3072477,-0.4548537,-0.1481926,-0.6715693,-0.7259709,-0.1594362,-0.7162994,-0.1029755,0
-0.5438929,0.6708049,-0.504184,0.8204654,0.2989968,-0.4872758,-0.1761175,-0.6786911,-0.7129945,-0.1663849,-0.7185611,-0.09184841,0.03412031
-0.5597995,0.6687436,-0.4892922,0.8009736,0.28543,-0.5262805,-0.212288,-0.6865215,-0.6954296,-0.1718396,-0.7218989,-0.07561792,0.07833117
-0.560707,0.6933917,-0.4525655,0.7862836,0.2745533,-0.5535148,-0.2595492,-0.6662044,-0.6991465,-0.1812315,-0.718353,-0.0646996,0.1119607
-0.5537423,0.7217894,-0.4151984,0.7620806,0.2383534,-0.6020142,-0.3355635,-0.6497751,-0.682048,-0.2022996,-0.7013847,-0.03322997,0.1564999
-0.5496901,0.7336544,-0.3994897,0.7298927,0.1892,-0.6568563,-0.4063221,-0.652652,-0.6394904,-0.2141535,-0.6798637,0.01523374,0.1899503
-0.5290576,0.7462694,-0.4039557,0.6558673,0.05754233,-0.7526801,-0.5384575,-0.6631523,-0.5198968,-0.2380004,-0.6225119,0.1217074,0.2345781
-0.5200115,0.7335848,-0.4375404,0.5671969,-0.08644041,-0.8190336,-0.6386517,-0.6740783,-0.3711369,-0.2454786,-0.5550187,0.2229005,0.2681997
-0.4948045,0.7136656,-0.4958327,0.4034133,-0.3167284,-0.8584527,-0.7696924,-0.6247917,-0.1311836,-0.229732,-0.4301787,0.3540486,0.3135296
-0.5299388,0.6759781,-0.5120729,0.1950676,-0.4904761,-0.8493422,-0.8252961,-0.549988,0.1280608,-0.1865197,-0.3192282,0.4447611,0.3463965
-0.6003295,0.623908,-0.5003432,-0.09566043,-0.6771492,-0.7296014,-0.7940111,-0.3901381,0.4661959,-0.07031946,-0.1503487,0.5331323,0.3909663
-0.6863934,0.5593958,-0.464694,-0.3197312,-0.8060515,-0.4980491,-0.6531739,-0.1932804,0.7321246,0.06886078,0.01265856,0.5548449,0.4357888
-0.7287518,0.5325426,-0.430487,-0.4368882,-0.8456656,-0.3065592,-0.5273038,-0.03533093,0.8489419,0.1740939,0.1143166,0.5332967,0.4692577
-0.756779,0.5579315,-0.340585,-0.5706702,-0.8180159,-0.07201042,-0.3187809,0.1398658,0.9374521,0.3108078,0.2048339,0.4631853,0.5140288
-0.7740924,0.5534695,-0.3073315,-0.6098574,-0.7822002,0.1274258,-0.1698682,0.2860676,0.9430326,0.3950747,0.2682997,0.3809657,0.5475343
-0.7587686,0.5727602,-0.3101874,-0.6509558,-0.6500086,0.3921042,0.02295728,0.4994345,0.8660475,0.4889189,0.3355207,0.2375346,0.5919853
-0.77249,0.5675247,-0.2849126,-0.613078,-0.5495734,0.5675427,0.1655142,0.6130944,0.7724767,0.5401725,0.362696,0.1243485,0.6254999
-0.7815759,0.5648212,-0.2647948,-0.5489153,-0.4210409,0.722092,0.2963635,0.7097195,0.6391144,0.5749951,0.3730631,-0.004159956,0.6703985
-0.7724105,0.5838425,-0.2500203,-0.5146682,-0.3447148,0.7850404,0.3721543,0.7350509,0.5667464,0.5874072,0.3696149,-0.07202972,0.7036924
-0.7554078,0.5933056,-0.2781146,-0.5009678,-0.2493534,0.8287668,0.4223632,0.7653831,0.4855905,0.5883999,0.3665275,-0.1230361,0.7484099

2
-0.5346121,0.8264544,-0.1765305,0.8117076,0.4440249,-0.3794378,-0.2352041,-0.3461431,-0.9082204,-0.2086754,-0.6720442,-0.2294234,0
-0.5746552,0.8028375,-0.1588188,0.7744782,0.4707623,-0.4225713,-0.2644902,-0.3658345,-0.8923061,-0.212588,-0.6775323,-0.2186878,0.03375906
-0.5683814,0.805146,-0.1693591,0.7621778,0.4377238,-0.4769517,-0.3098832,-0.4001723,-0.8624585,-0.2181465,-0.6821553,-0.1826833,0.07824712
-0.5771841,0.8091506,-0.1101544,0.6919921,0.4130074,-0.5920914,-0.4335965,-0.4179716,-0.7983071,-0.2327382,-0.676358,-0.1044341,0.1230392
-0.5745375,0.8140631,-0.08489985,0.5988178,0.3473645,-0.7216338,-0.5579642,-0.4654453,-0.6870493,-0.2445827,-0.6624749,-0.01440795,0.1564521
-0.5645652,0.8247693,-0.03196909,0.4240873,0.256629,-0.8685,-0.7081079,-0.5038823,-0.4946579,-0.2384959,-0.6199831,0.1270643,0.2011617
-0.5111666,0.8588396,-0.03321903,0.2228098,0.09508564,-0.970214,-0.8300994,-0.5033422,-0.2399625,-0.2041853,-0.5449371,0.2717487,0.2457926
-0.4473408,0.889849,-0.08974987,0.07584886,-0.06224264,-0.9951749,-0.8911417,-0.4519897,-0.03965027,-0.1558474,-0.4667178,0.3640541,0.2793981
-0.3625301,0.9196956,-0.1507713,-0.1287814,-0.2096599,-0.9692567,-0.9230318,-0.3319681,0.1944477,-0.08390167,-0.348166,0.4420636,0.3240078
-0.3426809,0.8985873,-0.2740633,-0.3398222,-0.3905366,-0.8555713,-0.8758373,-0.2000551,0.4391893,0.02019593,-0.2200364,0.4970626,0.3687991
